"assessmentId","internalTaxonId","scientificName","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","infraType","infraName","infraAuthority","authority","redlistCategory","redlistCriteria","criteriaVersion","populationTrend","scopes","valid"
3617187,133179,"Fungia scabra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","scabra",NA,NA,NA,"Döderlein, 1901","Least Concern","",3.1,"Unknown","Global","Lithophyllon scabra"
3618097,133180,"Galaxea longisepta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Galaxea","longisepta",NA,NA,NA,"Fenner &amp; Veron, 2000","Near Threatened","",3.1,"Unknown","Global","Galaxea longisepta"
3618490,133181,"Acropora sukarnoi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","sukarnoi",NA,NA,NA,"Wallace, 1997","Data Deficient","",3.1,"Decreasing","Global","Acropora sukarnoi"
3618783,133182,"Isopora brueggemanni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Isopora","brueggemanni",NA,NA,NA,"(Brook, 1893)","Vulnerable","A4ce",3.1,"Decreasing","Global","Isopora brueggemanni"
3619906,133184,"Mussismilia hispida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Mussismilia","hispida",NA,NA,NA,"(Verrill, 1902)","Data Deficient","",3.1,"Unknown","Global","Mussismilia hispida"
3620185,133185,"Montipora calcarea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","calcarea",NA,NA,NA,"Bernard, 1897","Vulnerable","A4ce",3.1,"Decreasing","Global","Montipora calcarea"
3621345,133187,"Porites arnaudi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","arnaudi",NA,NA,NA,"Reyes-Bonilla &amp; Carricart-Ganivet, 2000","Least Concern","",3.1,"Unknown","Global","Porites arnaudi"
3621724,133188,"Echinopora hirsutissima","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","hirsutissima",NA,NA,NA,"Milne Edwards &amp; Haime, 1849","Least Concern","",3.1,"Decreasing","Global","Echinopora hirsutissima"
3622351,133189,"Acropora meridiana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","meridiana",NA,NA,NA,"Nemenzo, 1971","Data Deficient","",3.1,"Decreasing","Global","Isopora brueggemanni"
3622829,133190,"Montipora vietnamensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","vietnamensis",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora vietnamensis"
3623220,133191,"Montipora porites","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","porites",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Montipora porites"
3624060,133193,"Heliopora coerulea","ANIMALIA","CNIDARIA","HELIOPORACEA","ANTHOZOA","HELIOPORIDAE","Heliopora","coerulea",NA,NA,NA,"Pallas 1766","Vulnerable","A4cde",3.1,"Decreasing","Global","Heliopora coerulea"
3624773,133194,"Montipora digitata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","digitata",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Montipora digitata"
3625344,133195,"Acropora appressa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","appressa",NA,NA,NA,"(Ehrenberg, 1834)","Near Threatened","",3.1,"Decreasing","Global","Acropora appressa"
3625707,133196,"Montipora incrassata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","incrassata",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Montipora incrassata"
3627486,133199,"Montipora aspergillus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","aspergillus",NA,NA,NA,"Veron DeVantier &amp; Turak, 2000","Data Deficient","",3.1,"Decreasing","Global","Montipora aspergillus"
3629234,133202,"Montipora hemispherica","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","hemispherica",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Montipora hemispherica"
3629926,133204,"Acropora forskali","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","forskali",NA,NA,NA,"(Ehrenberg, 1834)","Data Deficient","",3.1,"Decreasing","Global","Acropora forskali"
3630306,133205,"Pectinia teres","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","teres",NA,NA,NA,"Nemenzo &amp; Montecillo, 1981","Near Threatened","",3.1,"Unknown","Global","Pectinia teres"
3630720,133206,"Acropora roseni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","roseni",NA,NA,NA,"Wallace, 1999","Endangered","A4ce",3.1,"Decreasing","Global","Acropora roseni"
3631022,133207,"Acropora clathrata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","clathrata",NA,NA,NA,"(Brook, 1891)","Least Concern","",3.1,"Decreasing","Global","Acropora clathrata"
3633217,133210,"Favia speciosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","speciosa",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Decreasing","Global","Dipsastraea speciosa"
3633935,133211,"Porites negrosensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","negrosensis",NA,NA,NA,"Veron, 1990","Near Threatened","",3.1,"Unknown","Global","Porites negrosensis"
3634319,133212,"Oculina diffusa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Oculina","diffusa",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Stable","Global","Oculina diffusa"
3634799,133213,"Lithophyllon undulatum","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Lithophyllon","undulatum",NA,NA,NA,"Rehberg, 1892","Near Threatened","",3.1,"Unknown","Global","Lithophyllon undulatum"
3637026,133217,"Meandrina danae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MEANDRINIDAE","Meandrina","danae",NA,NA,NA,"Milen-Edwards &amp; Haime, 1948","Least Concern","",3.1,"Stable","Global","Meandrina danae"
3637495,133218,"Pachyseris foliosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pachyseris","foliosa",NA,NA,NA,"Veron, 1990","Least Concern","",3.1,"Unknown","Global","Pachyseris foliosa"
3637817,133219,"Nemenzophyllia turbida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Nemenzophyllia","turbida",NA,NA,NA,"Hodgson &amp; Ross, 1981","Vulnerable","A4cd",3.1,"Unknown","Global","Nemenzophyllia turbida"
3638772,133221,"Stylocoeniella muscosus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Stylocoeniella","muscosus",NA,NA,NA,"Claereboudt, 2006","Data Deficient","",3.1,"Unknown","Global","Stylocoeniella muscosus"
3639848,133223,"Acropora donei","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","donei",NA,NA,NA,"Veron &amp; Wallace, 1984","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora donei"
3640365,133224,"Meandrina meandrites","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MEANDRINIDAE","Meandrina","meandrites",NA,NA,NA,"(Linnaeus, 1758)","Least Concern","",3.1,"Stable","Global","Meandrina meandrites"
3640833,133225,"Euphyllia divisa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","divisa",NA,NA,NA,"Veron &amp; Pichon, 1980","Near Threatened","",3.1,"Unknown","Global","Fimbriaphyllia divisa"
3641250,133226,"Lobophyllia serratus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Lobophyllia","serratus",NA,NA,NA,"Veron, 2002","Endangered","A4c",3.1,"Unknown","Global","Lobophyllia serrata"
3641605,133227,"Astreopora expansa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","expansa",NA,NA,NA,"Brüggemann, 1877","Near Threatened","",3.1,"Decreasing","Global","Astreopora expansa"
3642202,133228,"Euphyllia paraglabrescens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","paraglabrescens",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Unknown","Global","Euphyllia paraglabrescens"
3642551,133229,"Montipora flabellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","flabellata",NA,NA,NA,"Studer, 1901","Vulnerable","D2",3.1,"Decreasing","Global","Montipora flabellata"
3644307,133232,"Goniopora palmensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","palmensis",NA,NA,NA,"Veron &amp; Pichon, 1982","Least Concern","",3.1,"Unknown","Global","Goniopora palmensis"
3644721,133233,"Acropora kimbeensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","kimbeensis",NA,NA,NA,"Wallace, 1999","Vulnerable","A4cde",3.1,"Decreasing","Global","Acropora kimbeensis"
3645116,133234,"Stylophora danae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Stylophora","danae",NA,NA,NA,"Milne Edwards &amp; Haime, 1850","Least Concern","",3.1,"Stable","Global","Stylophora danae"
3645445,133235,"Turbinaria heronensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Turbinaria","heronensis",NA,NA,NA,"Wells, 1958","Vulnerable","A4c",3.1,"Unknown","Global","Turbinaria heronensis"
3646174,133237,"Montastraea cavernosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastraea","cavernosa",NA,NA,NA,"(Linnaeus, 1766)","Least Concern","",3.1,"Stable","Global","Montastraea cavernosa"
3646741,133238,"Montipora hispida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","hispida",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Montipora hispida"
3648998,133241,"Pectinia crassa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","crassa",NA,NA,NA,"Ditlev, 2003","Data Deficient","",3.1,"Unknown","Global","Pectinia crassa"
3649963,133243,"Echinopora pacificus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","pacificus",NA,NA,NA,"Veron, 1990","Near Threatened","",3.1,"Decreasing","Global","Echinopora pacifica"
3651115,133245,"Montipora spongodes","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","spongodes",NA,NA,NA,"Bernard, 1897","Least Concern","",3.1,"Decreasing","Global","Montipora spongodes"
3652463,133247,"Acropora pharaonis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","pharaonis",NA,NA,NA,"(Milne Edwards &amp; Haime, 1860)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora pharaonis"
3653628,133249,"Porites mayeri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","mayeri",NA,NA,NA,"Vaughan, 1918","Least Concern","",3.1,"Unknown","Global","Porites mayeri"
3655027,133251,"Stylophora wellsi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Stylophora","wellsi",NA,NA,NA,"Scheer, 1964","Near Threatened","",3.1,"Unknown","Global","Stylophora wellsi"
3655366,133252,"Acropora tortuosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tortuosa",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Acropora tortuosa"
3655785,133253,"Blastomussa wellsi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Blastomussa","wellsi",NA,NA,NA,"Wijsmann-Best, 1973","Near Threatened","",3.1,"Unknown","Global","Blastomussa wellsi"
3656302,133254,"Acropora suharsonoi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","suharsonoi",NA,NA,NA,"Wallace, 1994","Endangered","A4ce",3.1,"Decreasing","Global","Acropora suharsonoi"
3656604,133255,"Agaricia humilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Agaricia","humilis",NA,NA,NA,"Verrill, 1901","Least Concern","",3.1,"Stable","Global","Agaricia humilis"
3657726,133257,"Diploria labyrinthiformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Diploria","labyrinthiformis",NA,NA,NA,"(Linnaeus, 1758)","Least Concern","",3.1,"Stable","Global","Diploria labyrinthiformis"
3658855,133259,"Montipora stellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","stellata",NA,NA,NA,"Bernard, 1897","Least Concern","",3.1,"Decreasing","Global","Montipora stellata"
3659374,133260,"Trachyphyllia geoffroyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","TRACHYPHYLLIIDAE","Trachyphyllia","geoffroyi",NA,NA,NA,"Audouin 1826","Near Threatened","",3.1,"Decreasing","Global","Trachyphyllia geoffroyi"
3659948,133261,"Pavona danai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pavona","danai",NA,NA,NA,"Milne Edwards &amp; Haime, 1860","Vulnerable","A4c",3.1,"Unknown","Global","Pavona danai"
3660889,133263,"Montastrea serageldini","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastrea","serageldini",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Decreasing","Global","Paramontastraea serageldini"
3661261,133264,"Acropora cardenae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","cardenae",NA,NA,NA,"Wells, 1985","Data Deficient","",3.1,"Unknown","Global","Acropora cardenae"
3661581,133265,"Acropora orbicularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","orbicularis",NA,NA,NA,"Brook, 1892","Data Deficient","",3.1,"Decreasing","Global","Acropora clathrata"
3661951,133266,"Acropora nobilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","nobilis",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Acropora robusta"
3663229,133268,"Micromussa diminuta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Micromussa","diminuta",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Unknown","Global","Goniopora diminuta"
3663591,133269,"Heliofungia actiniformis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Heliofungia","actiniformis",NA,NA,NA,"Quoy &amp; Gaimard, 1833","Vulnerable","A4cd",3.1,"Unknown","Global","Heliofungia actiniformis"
3664020,133270,"Porites myrmidonensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","myrmidonensis",NA,NA,NA,"Veron, 1985","Least Concern","",3.1,"Unknown","Global","Porites myrmidonensis"
3664344,133271,"Acropora sarmentosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","sarmentosa",NA,NA,NA,"(Brook, 1892)","Least Concern","",3.1,"Decreasing","Global","Acropora sarmentosa"
3665366,133273,"Acropora inermis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","inermis",NA,NA,NA,"(Brook, 1891)","Data Deficient","",3.1,"Decreasing","Global","Acropora microphthalma"
3665886,133274,"Acropora sekiseiensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","sekiseiensis",NA,NA,NA,"Veron, 1990","Data Deficient","",3.1,"Decreasing","Global","Acropora horrida"
3666266,133275,"Psammocora decussata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","decussata",NA,NA,NA,"Yabe and Sugiyama 1937","Data Deficient","",3.1,"Unknown","Global","Psammocora contigua"
3666546,133276,"Millepora latifolia","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","latifolia",NA,NA,NA,"Boschma 1948","Vulnerable","A4c",3.1,"Decreasing","Global","Millepora latifolia"
3667540,133278,"Leptastrea pruinosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Leptastrea","pruinosa",NA,NA,NA,"Crossland, 1952","Least Concern","",3.1,"Decreasing","Global","Leptastrea pruinosa"
3668188,133279,"Acropora parilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","parilis",NA,NA,NA,"(Quelch, 1886)","Data Deficient","",3.1,"Decreasing","Global","Acropora horrida"
3668602,133280,"Acropora navini","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","navini",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora longicyathus"
3668897,133281,"Madracis formosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Madracis","formosa",NA,NA,NA,"Wells, 1973","Least Concern","",3.1,"Stable","Global","Madracis formosa"
3669355,133282,"Montipora kellyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","kellyi",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Montipora kellyi"
3669637,133283,"Acropora batunai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","batunai",NA,NA,NA,"Wallace, 1997","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora batunai"
3670775,133285,"Montipora palawanensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","palawanensis",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Montipora palawanensis"
3671148,133286,"Porites excavata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","excavata",NA,NA,NA,"Claereboudt, 2006","Data Deficient","",3.1,"Unknown","Global","Porites lobata"
3671439,133287,"Caulastrea connata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Caulastrea","connata",NA,NA,NA,"(Ortmann, 1892)","Vulnerable","A4c",3.1,"Decreasing","Global","Caulastraea connata"
3671856,133288,"Agaricia grahamae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Agaricia","grahamae",NA,NA,NA,"Wells, 1973","Least Concern","",3.1,"Unknown","Global","Agaricia grahamae"
3675348,133294,"Acropora lokani","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","lokani",NA,NA,NA,"Wallace, 1994","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora lokani"
3675736,133295,"Mycedium umbra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Mycedium","umbra",NA,NA,NA,"Veron, 2002","Least Concern","",3.1,"Unknown","Global","Mycedium umbra"
3676106,133296,"Porites tuberculosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","tuberculosa",NA,NA,NA,"Veron, 2002","Vulnerable","A4cde",3.1,"Unknown","Global","Porites tuberculosus"
3676481,133297,"Goniopora savignyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","savignyi",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Unknown","Global","Goniopora savignyi"
3676822,133298,"Montipora turgescens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","turgescens",NA,NA,NA,"Bernard, 1897","Least Concern","",3.1,"Decreasing","Global","Montipora turgescens"
3678127,133300,"Millepora boschmai","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","boschmai",NA,NA,NA,"De Weerdt and Glynn 1991","Critically Endangered","A2ac",3.1,"Unknown","Global","Millepora boschmai"
3678479,133301,"Porites ornata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","ornata",NA,NA,NA,"Nemenzo, 1971","Endangered","A4cde",3.1,"Unknown","Global","Porites ornata"
3680892,133306,"Astreopora macrostoma","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","macrostoma",NA,NA,NA,"Veron &amp; Wallace, 1984","Near Threatened","",3.1,"Decreasing","Global","Astreopora macrostoma"
3681329,133307,"Favia rotundata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","rotundata",NA,NA,NA,"Veron Pichon &amp; Wijsman-Best, 1972","Near Threatened","",3.1,"Decreasing","Global","Favites rotundata"
3682485,133309,"Pocillopora inflata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","inflata",NA,NA,NA,"Glynn, 1999","Vulnerable","A4ce",3.1,"Unknown","Global","Pocillopora inflata"
3682860,133310,"Leptoria irregularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Leptoria","irregularis",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Decreasing","Global","Leptoria irregularis"
3683336,133311,"Acropora halmaherae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","halmaherae",NA,NA,NA,"Wallace &amp; Wolstenholme, 1998","Data Deficient","",3.1,"Decreasing","Global","Acropora halmaherae"
3683643,133312,"Acropora fastigata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","fastigata",NA,NA,NA,"Nemenzo, 1967","Data Deficient","",3.1,"Decreasing","Global","Acropora fastigata"
3684008,133313,"Acropora cytherea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","cytherea",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Acropora cytherea"
3685993,133316,"Mycedium robokaki","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Mycedium","robokaki",NA,NA,NA,"Moll &amp; Best, 1984","Least Concern","",3.1,"Unknown","Global","Mycedium robokaki"
3686349,133317,"Lithophyllon mokai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Lithophyllon","mokai",NA,NA,NA,"Hoeksema, 1989","Least Concern","",3.1,"Unknown","Global","Cycloseris mokai"
3686803,133318,"Acropora torihalimeda","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","torihalimeda",NA,NA,NA,"Wallace, 1994","Data Deficient","",3.1,"Decreasing","Global","Acropora torihalimeda"
3687166,133319,"Acropora horrida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","horrida",NA,NA,NA,"(Dana, 1846)","Vulnerable","A4cde",3.1,"Decreasing","Global","Acropora horrida"
3688042,133320,"Acropora solitaryensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","solitaryensis",NA,NA,NA,"Veron &amp; Wallace, 1984","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora solitaryensis"
3688541,133321,"Cyphastrea ocellina","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Cyphastrea","ocellina",NA,NA,NA,"(Dana, 1864)","Vulnerable","A4c",3.1,"Decreasing","Global","Cyphastrea ocellina"
3689003,133322,"Acropora dendrum","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","dendrum",NA,NA,NA,"(Bassett-Smith, 1890)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora dendrum"
3689502,133323,"Coscinaraea monile","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Coscinaraea","monile",NA,NA,NA,"Foskål, 1775","Least Concern","",3.1,"Unknown","Global","Coscinaraea monile"
3692262,133328,"Psammocora verrilli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","verrilli",NA,NA,NA,"Vaughan 1907","Data Deficient","",3.1,"Unknown","Global","Psammocora nierstraszi"
3694756,133333,"Oulophyllia bennettae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Oulophyllia","bennettae",NA,NA,NA,"(Veron &amp; Pichon, 1977)","Near Threatened","",3.1,"Decreasing","Global","Oulophyllia bennettae"
3695325,133334,"Acropora branchi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","branchi",NA,NA,NA,"Riegl, 1995","Data Deficient","",3.1,"Decreasing","Global","Acropora branchi"
3695673,133335,"Mycedium steeni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Mycedium","steeni",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Unknown","Global","Mycedium steeni"
3696019,133336,"Echinopora tiranensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","tiranensis",NA,NA,NA,"Veron Turak &amp; DeVantier, 2000","Data Deficient","",3.1,"Decreasing","Global","Echinopora tiranensis"
3697011,133338,"Acropora speciosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","speciosa",NA,NA,NA,"(Quelch, 1886)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora speciosa"
3697468,133339,"Alveopora ocellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","ocellata",NA,NA,NA,"Wells, 1954","Data Deficient","",3.1,"Unknown","Global","Alveopora ocellata"
3697941,133340,"Symphyllia wilsoni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Symphyllia","wilsoni",NA,NA,NA,"Veron, 1985","Least Concern","",3.1,"Unknown","Global","Australophyllia wilsoni"
